Record_Number,Region,RESIDENCE_TYPE,Family_Composition,sex,age,Marital_Status,student,Country_Of_Birth,health,Ethnic_Group,religion,Economic_Activity,Occupation,industry,Hours_Worked_Per_Week,Approximate_Social_Grade
34231,S92000003,P,0,2,8,5,2,1,2,1,2,5,9,10,X,4
34238,S92000003,P,0,2,8,1,2,1,2,1,2,5,2,10,X,1
34241,S92000003,P,0,2,2,1,2,1,4,1,1,8,X,X,X,4
34242,S92000003,P,1,2,8,2,2,1,1,1,2,5,6,13,X,3
34244,S92000003,P,1,1,4,2,2,1,1,1,2,1,3,13,3,2
34248,S92000003,P,1,2,8,2,2,1,3,1,2,1,2,11,3,2
34250,S92000003,P,1,1,5,2,2,1,1,1,2,1,3,11,3,2
34252,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
34253,S92000003,P,0,2,7,5,2,1,2,1,2,5,2,10,X,2
34254,S92000003,P,0,2,6,1,2,1,1,1,2,5,2,11,X,2
34255,S92000003,P,1,2,6,2,2,1,2,1,2,5,6,11,X,2
34256,S92000003,P,2,1,2,1,2,1,4,1,2,9,X,X,X,3
34259,S92000003,P,3,1,1,1,1,2,1,1,9,X,X,X,X,X
34260,S92000003,P,0,2,5,1,2,1,2,1,2,1,2,11,3,1
34261,S92000003,P,1,2,8,2,2,1,3,1,2,5,2,10,X,2
34265,S92000003,P,1,2,8,2,2,1,2,1,2,5,2,10,X,4
34270,S92000003,C,X,1,5,1,2,1,2,1,1,9,X,X,X,X
34272,S92000003,P,2,1,6,3,2,1,3,1,1,1,6,11,3,4
34277,S92000003,P,2,1,1,1,1,1,2,1,2,X,X,X,X,X
34278,S92000003,P,4,1,1,1,1,1,2,1,2,X,X,X,X,X
34280,S92000003,P,1,2,2,1,1,1,2,1,1,6,X,X,X,2
34281,S92000003,P,2,2,2,1,2,1,1,1,1,8,X,X,X,4
34283,S92000003,P,1,1,2,1,2,1,1,1,2,3,X,X,X,2
34286,S92000003,P,0,2,8,5,2,1,3,1,2,5,4,11,X,2
34291,S92000003,P,1,2,7,2,2,1,2,1,9,7,6,11,X,2
34292,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
34298,S92000003,P,1,2,5,2,2,1,2,1,1,1,2,11,3,2
34303,S92000003,P,1,1,4,2,2,1,3,1,1,8,X,X,X,4
34304,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34305,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34306,S92000003,P,2,2,1,1,2,1,1,1,2,X,X,X,X,X
34314,S92000003,P,0,2,2,1,2,1,2,1,9,3,X,X,X,4
34315,S92000003,P,1,2,6,2,2,1,1,1,2,5,6,11,X,3
34316,S92000003,P,1,1,6,2,2,1,1,1,2,1,8,12,3,4
34319,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
34320,S92000003,P,1,2,7,2,2,1,2,1,2,5,6,11,X,4
34323,S92000003,P,4,1,4,1,2,1,1,1,2,1,6,11,4,2
34326,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
34327,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
34330,S92000003,P,1,1,5,2,2,1,1,1,1,1,3,11,3,1
34333,S92000003,P,1,2,1,1,1,1,3,1,1,X,X,X,X,X
34337,S92000003,P,0,2,5,4,2,1,3,3,2,8,6,11,X,4
34338,S92000003,P,2,1,1,1,1,1,2,3,6,X,X,X,X,X
34339,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
34347,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
34348,S92000003,P,4,1,1,1,2,1,2,1,1,X,X,X,X,X
34351,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
34353,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34354,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
34355,S92000003,P,4,2,6,3,2,1,2,1,2,1,9,10,2,4
34356,S92000003,P,2,2,4,1,2,1,2,1,1,1,6,11,3,4
34357,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
34358,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34359,S92000003,P,1,1,3,2,2,1,1,1,1,2,8,10,2,2
34361,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34362,S92000003,P,4,2,5,1,2,1,2,1,2,3,6,11,X,4
34363,S92000003,P,4,2,1,1,1,1,2,1,1,X,X,X,X,X
34364,S92000003,P,4,2,5,4,2,1,2,1,1,1,3,11,3,2
34366,S92000003,P,1,1,5,2,2,1,1,1,2,1,1,11,4,1
34367,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
34368,S92000003,P,1,2,3,2,2,1,1,1,1,1,3,11,2,3
34370,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
34371,S92000003,P,4,1,1,1,2,1,2,1,1,X,X,X,X,X
34372,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
34375,S92000003,C,X,1,2,1,1,2,2,1,1,6,X,X,X,X
34377,S92000003,P,1,1,2,1,1,1,2,1,2,6,X,X,X,3
34381,S92000003,P,4,2,2,1,1,1,1,1,9,6,X,X,X,2
34382,S92000003,C,X,1,6,4,2,1,5,1,1,8,X,X,X,X
34383,S92000003,P,1,2,2,1,2,1,1,1,1,3,X,X,X,4
34387,S92000003,P,4,2,1,1,1,1,2,1,2,X,X,X,X,X
34388,S92000003,P,1,2,4,2,2,1,2,1,2,1,5,11,3,4
34389,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
34391,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34392,S92000003,P,1,2,5,2,2,1,1,1,9,1,6,10,2,3
34393,S92000003,P,4,1,2,1,2,1,5,1,1,8,X,X,X,4
34394,S92000003,P,4,2,3,1,2,1,1,1,9,1,6,11,3,4
34401,S92000003,P,5,2,8,1,2,2,2,1,2,5,2,10,X,1
34403,S92000003,P,1,1,1,1,1,2,1,1,1,X,X,X,X,X
34405,S92000003,P,1,2,4,2,2,1,1,1,1,7,2,11,X,1
34411,S92000003,P,1,2,5,2,2,1,4,1,2,8,8,1,X,2
34414,S92000003,P,2,2,4,1,2,1,3,1,2,1,1,11,1,1
34415,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
34416,S92000003,P,0,2,5,4,2,1,2,1,2,8,6,11,X,4
34418,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,3
34419,S92000003,P,4,1,1,1,1,1,2,1,2,X,X,X,X,X
34422,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
34426,S92000003,P,2,1,3,1,2,1,3,1,2,1,3,10,1,2
34427,S92000003,P,0,2,7,4,2,1,2,1,2,5,2,11,X,2
34429,S92000003,P,1,2,3,2,2,1,1,1,1,1,3,11,2,2
34430,S92000003,P,4,1,2,1,1,1,1,1,1,6,X,X,X,2
34431,S92000003,P,1,2,1,1,1,1,5,1,2,X,X,X,X,X
34432,S92000003,P,1,1,4,1,2,1,2,1,2,1,1,11,3,4
34439,S92000003,P,2,2,3,4,2,1,1,1,2,1,6,11,3,3
34441,S92000003,P,0,2,8,5,2,1,4,1,2,5,9,11,X,4
34443,S92000003,P,1,2,6,2,2,1,1,1,2,5,2,11,X,2
34444,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,2
34446,S92000003,P,1,2,6,2,2,1,1,1,1,5,4,11,X,1
34447,S92000003,P,1,2,5,2,2,1,2,1,2,2,4,11,3,3
34448,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
34453,S92000003,P,0,2,4,1,2,1,5,1,2,8,3,11,X,3
34455,S92000003,P,0,1,4,1,2,1,2,1,1,3,X,X,X,3
34456,S92000003,P,4,1,1,1,1,2,1,1,2,X,X,X,X,X
34457,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
34458,S92000003,P,1,2,8,2,2,1,3,1,2,5,9,11,X,4
34459,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34461,S92000003,P,4,2,5,3,2,1,3,1,2,1,2,10,3,1
34463,S92000003,P,1,2,4,2,2,1,3,1,2,1,3,11,2,3
34464,S92000003,P,1,2,1,1,1,1,3,1,2,X,X,X,X,X
34465,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34475,S92000003,P,1,2,8,2,2,1,4,1,2,9,X,X,X,4
34479,S92000003,P,1,2,4,2,2,1,1,1,2,6,X,X,X,4
34480,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34483,S92000003,P,4,2,4,1,1,1,2,1,1,4,6,13,2,2
34484,S92000003,P,5,1,5,1,2,1,3,1,2,8,6,12,X,4
34488,S92000003,P,1,2,4,2,2,1,1,1,2,1,2,10,3,1
34489,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
34493,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
34496,S92000003,P,4,1,2,1,2,1,3,1,2,3,X,X,X,2
34497,S92000003,P,1,1,7,2,2,1,1,1,2,5,8,10,X,4
34499,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34505,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
34507,S92000003,P,2,1,1,1,1,1,1,1,2,X,X,X,X,X
34509,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
34514,S92000003,P,4,2,1,1,2,1,1,1,2,X,X,X,X,X
34515,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
34520,S92000003,P,1,1,5,2,2,1,1,1,2,1,2,10,3,1
34521,S92000003,P,2,1,1,1,1,1,1,2,1,X,X,X,X,X
34523,S92000003,P,0,2,8,1,2,1,2,1,2,5,2,10,X,1
34524,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
34525,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
34527,S92000003,P,1,2,6,2,2,1,1,1,2,1,2,11,3,4
34528,S92000003,P,1,2,6,2,2,1,3,1,2,5,2,10,X,3
34529,S92000003,P,1,1,5,2,2,1,2,1,2,1,2,10,3,1
34530,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
34531,S92000003,P,4,1,1,1,2,1,2,1,1,X,X,X,X,X
34532,S92000003,P,2,2,1,1,2,1,1,1,1,X,X,X,X,X
34535,S92000003,P,0,2,7,4,2,1,3,1,2,5,2,11,X,2
34537,S92000003,P,4,1,1,1,1,1,2,1,2,X,X,X,X,X
34540,S92000003,P,4,1,2,1,1,1,2,1,1,6,X,X,X,4
34541,S92000003,P,4,2,3,1,2,1,5,1,2,8,6,13,X,3
34542,S92000003,P,2,2,1,1,2,1,2,1,2,X,X,X,X,X
34543,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
34545,S92000003,P,1,2,1,1,1,2,2,1,2,X,X,X,X,X
34546,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
34547,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34548,S92000003,P,1,1,1,1,2,2,1,1,2,X,X,X,X,X
34550,S92000003,P,1,2,3,2,1,1,1,1,2,6,X,X,X,4
34551,S92000003,P,2,2,1,1,2,1,2,1,1,X,X,X,X,X
34552,S92000003,P,1,2,5,2,2,1,1,1,2,1,2,11,3,2
34553,S92000003,P,1,1,2,1,1,1,1,1,2,4,6,11,2,1
34554,S92000003,P,1,2,4,2,2,1,2,1,1,1,2,11,4,3
34558,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
34560,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
34561,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
34563,S92000003,P,1,2,3,2,2,1,1,1,2,1,2,10,3,1
34564,S92000003,P,1,2,4,2,2,1,1,1,2,1,6,10,1,1
34565,S92000003,P,1,2,5,2,2,1,1,1,2,1,2,10,3,2
34567,S92000003,P,1,2,4,2,2,2,2,1,1,3,3,10,X,3
34569,S92000003,P,1,1,7,2,2,1,1,1,1,5,8,1,X,3
34571,S92000003,P,1,1,2,1,1,1,1,1,2,6,X,X,X,2
34572,S92000003,P,1,2,7,2,2,1,2,1,2,5,1,11,X,1
34573,S92000003,P,2,1,7,5,2,1,1,1,2,5,5,1,X,3
34576,S92000003,P,0,2,6,4,2,1,1,1,2,1,2,11,3,2
34577,S92000003,P,1,1,7,2,2,1,4,1,2,5,6,11,X,4
34578,S92000003,P,4,1,1,1,1,1,2,1,1,X,X,X,X,X
34579,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
34580,S92000003,P,1,2,4,2,2,1,1,1,2,1,2,11,2,2
34587,S92000003,P,2,2,4,1,2,1,4,1,1,5,2,11,X,1
34590,S92000003,P,1,2,8,2,2,1,3,1,2,5,2,10,X,1
34592,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
34595,S92000003,P,5,2,1,1,1,1,1,1,1,X,X,X,X,X
34596,S92000003,P,4,2,1,1,2,1,1,1,9,X,X,X,X,X
34597,S92000003,P,4,2,4,4,2,1,3,1,1,7,6,10,X,4
34599,S92000003,P,4,2,5,3,2,1,2,1,9,3,6,11,X,4
34602,S92000003,P,3,2,1,1,1,1,1,1,1,X,X,X,X,X
34606,S92000003,P,2,2,6,5,2,1,4,1,2,1,2,11,3,2
34607,S92000003,P,1,2,4,2,2,1,1,1,2,1,4,13,2,2
34609,S92000003,C,X,2,8,5,2,1,3,1,2,5,9,10,X,X
34612,S92000003,P,2,1,1,1,2,1,1,1,9,X,X,X,X,X
34613,S92000003,P,0,2,6,4,2,1,2,1,2,5,2,10,X,1
34614,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
34615,S92000003,P,1,2,1,1,1,1,1,1,9,X,X,X,X,X
34620,S92000003,P,0,2,6,4,2,1,2,1,2,1,2,10,1,2
34630,S92000003,P,0,2,6,4,2,1,2,1,2,1,9,10,2,4
34631,S92000003,P,2,2,2,1,2,1,2,1,2,7,6,10,X,4
34633,S92000003,P,4,2,1,1,2,1,1,1,2,X,X,X,X,X
34634,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
34635,S92000003,P,4,2,1,1,2,1,1,1,9,X,X,X,X,X
34636,S92000003,C,X,2,8,5,2,1,3,1,2,5,2,11,X,X
34638,S92000003,P,0,2,7,5,2,1,4,1,2,5,9,11,X,4
34639,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
34642,S92000003,P,0,2,3,1,2,1,2,3,6,1,6,11,3,2
34644,S92000003,P,4,2,5,5,2,1,2,1,1,1,2,12,3,2
34646,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
34647,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34649,S92000003,P,4,1,1,1,2,1,2,1,9,X,X,X,X,X
34650,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
34654,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
34660,S92000003,P,4,2,1,1,2,1,1,1,2,X,X,X,X,X
34662,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
34668,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
34670,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
34671,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
34675,S92000003,P,4,2,3,1,2,1,1,1,1,7,6,10,X,4
34677,S92000003,P,2,2,2,1,1,1,1,1,1,6,X,X,X,3
34679,S92000003,P,1,2,2,1,2,1,1,1,1,1,4,12,3,2
34680,S92000003,P,4,2,5,3,2,1,1,1,2,1,6,10,2,3
34684,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
34687,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
34691,S92000003,P,1,2,3,2,2,1,2,1,2,1,9,11,3,3
34692,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
34694,S92000003,P,1,2,6,2,2,1,2,1,2,1,4,11,3,3
34696,S92000003,P,2,2,1,1,1,1,1,1,2,X,X,X,X,X
34697,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34698,S92000003,P,1,1,2,1,2,1,1,1,2,1,6,12,4,2
34700,S92000003,P,2,2,3,1,2,1,1,1,1,1,3,11,3,1
34702,S92000003,P,4,2,7,4,2,1,1,1,1,5,6,11,X,4
34703,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
34704,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
34711,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
34713,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
34716,S92000003,P,2,2,5,4,2,1,2,1,1,2,6,13,2,2
34720,S92000003,P,3,2,2,1,2,1,1,1,2,1,6,13,3,3
34721,S92000003,P,1,2,4,2,2,1,2,1,2,1,2,11,2,2
34728,S92000003,P,2,2,2,1,2,1,1,1,2,3,X,X,X,1
34729,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34731,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
34732,S92000003,P,1,2,8,2,2,1,4,1,2,5,7,11,X,2
34733,S92000003,P,0,2,8,4,2,1,3,1,2,5,6,10,X,4
34734,S92000003,P,1,1,1,1,1,1,2,1,2,X,X,X,X,X
34736,S92000003,P,4,2,1,1,1,1,1,1,2,X,X,X,X,X
34737,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34741,S92000003,P,0,1,5,4,2,1,1,1,2,1,2,10,3,1
34743,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34744,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
34745,S92000003,P,2,2,1,1,1,1,1,1,1,X,X,X,X,X
34749,S92000003,P,0,1,4,1,2,1,5,1,9,8,X,X,X,4
34750,S92000003,P,1,2,4,2,2,1,1,1,2,1,4,11,2,1
34751,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
34752,S92000003,P,1,2,3,2,2,1,1,1,1,1,6,10,2,2
34754,S92000003,P,1,2,1,1,2,1,2,1,2,X,X,X,X,X
34757,S92000003,P,0,2,6,5,2,1,1,1,2,1,3,11,3,2
34758,S92000003,P,2,2,5,1,2,1,2,1,1,1,6,11,2,3
34761,S92000003,P,4,2,5,4,2,1,1,1,2,1,7,11,2,4
34763,S92000003,P,2,1,2,1,1,1,1,1,1,6,X,X,X,3
34764,S92000003,P,1,2,8,2,2,1,2,1,2,5,9,11,X,3
34765,S92000003,P,4,2,7,5,2,1,3,1,2,5,X,X,X,4
34767,S92000003,P,1,2,7,2,2,1,3,1,2,5,9,10,X,3
34769,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
34771,S92000003,P,4,1,2,1,1,1,2,1,1,4,X,X,X,4
34775,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
34776,S92000003,P,0,2,5,1,2,1,1,1,2,8,X,X,X,4
34777,S92000003,P,2,2,7,5,2,1,2,1,2,5,6,11,X,1
34778,S92000003,P,1,1,5,2,2,1,2,1,2,1,4,13,3,2
34779,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
34780,S92000003,P,0,2,8,5,2,1,1,1,2,5,2,10,X,1
34781,S92000003,P,1,2,4,2,2,1,1,1,1,1,4,11,3,1
34783,S92000003,P,1,2,8,2,2,1,4,1,2,5,X,X,X,4
34784,S92000003,P,1,1,4,2,2,1,2,1,2,1,2,11,3,2
34788,S92000003,P,1,2,2,1,2,1,1,1,2,3,X,X,X,2
34790,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
34793,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
34794,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
34795,S92000003,P,1,2,1,1,1,2,1,1,1,X,X,X,X,X
34796,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
34799,S92000003,P,1,1,1,1,2,1,1,1,1,X,X,X,X,X
34800,S92000003,P,1,2,4,2,2,1,3,1,2,1,6,11,3,2
34801,S92000003,P,2,2,6,2,2,1,1,1,2,7,6,11,X,3
34802,S92000003,P,1,2,5,2,2,1,2,1,2,2,1,13,4,1
34803,S92000003,P,4,2,8,5,2,1,3,1,2,5,9,1,X,4
34810,S92000003,P,1,2,7,2,2,1,2,1,2,5,6,11,X,2
34811,S92000003,P,2,2,5,4,2,1,1,1,1,1,6,10,3,1
34814,S92000003,P,1,2,2,2,2,1,1,1,2,1,6,11,2,3
34816,S92000003,P,2,1,1,1,1,1,1,2,1,X,X,X,X,X
34817,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34824,S92000003,P,1,2,1,1,1,1,1,1,2,X,X,X,X,X
34825,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
34827,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34830,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,3
34831,S92000003,P,3,2,1,1,1,1,1,1,1,X,X,X,X,X
34832,S92000003,P,4,2,1,1,2,1,3,1,2,X,X,X,X,X
34835,S92000003,P,1,1,1,1,1,1,2,1,1,X,X,X,X,X
34836,S92000003,P,2,1,1,1,1,1,3,1,1,X,X,X,X,X
34837,S92000003,P,2,2,6,1,2,2,3,1,9,7,4,10,X,4
34838,S92000003,P,4,1,1,1,2,1,1,4,9,X,X,X,X,X
34842,S92000003,P,1,1,2,1,1,2,1,1,2,6,X,X,X,4
34844,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
34845,S92000003,P,2,1,1,1,2,1,1,1,1,X,X,X,X,X
34853,S92000003,P,4,1,2,1,1,1,1,1,2,6,X,X,X,4
34856,S92000003,P,1,2,1,1,2,1,1,1,2,X,X,X,X,X
34857,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
34860,S92000003,P,1,2,3,2,2,2,2,1,2,1,2,11,3,1
34862,S92000003,P,1,2,6,2,2,1,1,1,2,2,6,11,1,3
34863,S92000003,P,1,2,7,2,2,1,1,1,2,5,9,11,X,4
34866,S92000003,P,1,1,7,2,2,1,1,1,1,5,5,13,X,3
34867,S92000003,P,4,2,3,1,2,1,2,1,2,1,4,11,2,2
34869,S92000003,P,1,1,1,1,2,1,1,4,2,X,X,X,X,X
34870,S92000003,P,2,1,4,1,2,1,2,1,1,1,2,11,3,2
34872,S92000003,P,5,2,3,1,2,1,1,1,1,1,2,10,3,1
34878,S92000003,P,1,2,5,2,2,1,1,1,9,1,6,11,3,1
34879,S92000003,P,4,1,1,1,1,1,2,1,9,X,X,X,X,X
34886,S92000003,P,1,2,1,1,2,1,1,1,9,X,X,X,X,X
34889,S92000003,P,0,2,8,5,2,1,3,1,2,5,2,11,X,2
34892,S92000003,P,2,1,1,1,1,1,1,1,1,X,X,X,X,X
34893,S92000003,P,0,2,8,3,2,1,1,1,9,5,2,11,X,1
34895,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
34896,S92000003,P,0,2,8,5,2,1,1,1,2,5,5,13,X,4
34899,S92000003,P,1,1,1,1,2,1,1,1,2,X,X,X,X,X
34900,S92000003,P,4,1,1,1,1,1,2,1,1,X,X,X,X,X
34901,S92000003,P,0,2,4,1,2,1,2,1,9,1,6,11,3,4
34903,S92000003,P,3,2,2,1,2,1,2,1,1,1,9,12,3,3
34904,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
34905,S92000003,P,1,2,2,2,2,2,1,3,6,7,X,X,X,1
34907,S92000003,P,4,2,5,3,2,1,2,1,2,1,6,10,2,3
34910,S92000003,P,0,2,5,4,2,2,1,1,1,1,2,11,3,2
34917,S92000003,P,0,1,5,1,2,1,1,1,1,1,2,10,3,1
34918,S92000003,P,0,1,2,1,1,1,1,1,2,6,X,X,X,3
34919,S92000003,P,0,2,4,1,1,2,1,1,9,6,3,10,X,2
34922,S92000003,P,0,2,5,4,2,2,2,1,1,1,2,10,4,1
34924,S92000003,P,4,2,1,1,2,1,1,1,9,X,X,X,X,X
34925,S92000003,P,2,2,1,1,2,1,4,6,9,X,X,X,X,X
34928,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
34929,S92000003,P,2,2,3,1,2,1,1,1,2,1,3,11,3,2
34931,S92000003,P,4,2,1,1,1,1,1,1,1,X,X,X,X,X
34936,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
34939,S92000003,P,1,2,1,1,1,1,1,1,1,X,X,X,X,X
34941,S92000003,P,4,2,3,1,2,1,1,1,1,1,6,13,3,4
34943,S92000003,P,4,1,1,1,2,1,1,1,1,X,X,X,X,X
34944,S92000003,P,5,2,2,1,1,2,2,3,2,6,X,X,X,2
34945,S92000003,P,0,2,2,1,1,1,1,1,9,6,9,13,X,2
34948,S92000003,C,X,1,2,1,1,2,1,3,4,6,X,X,X,X
34949,S92000003,P,0,2,2,1,1,2,1,2,9,6,X,X,X,2
34951,S92000003,P,3,1,1,1,1,1,2,1,1,X,X,X,X,X
34952,S92000003,P,2,2,4,1,2,1,1,1,2,1,2,11,3,3
34953,S92000003,P,0,2,6,1,2,1,2,1,9,1,9,10,2,4
34958,S92000003,P,3,2,1,1,2,1,1,3,2,X,X,X,X,X
34959,S92000003,P,2,2,5,1,1,1,3,1,2,6,9,12,X,4
34960,S92000003,P,4,2,2,1,2,1,1,1,9,1,9,11,2,4
34963,S92000003,P,1,2,8,2,2,1,2,1,2,5,9,10,X,2
34964,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34965,S92000003,P,0,2,5,4,2,1,3,1,2,8,9,13,X,4
34966,S92000003,P,4,2,1,1,2,1,1,1,2,X,X,X,X,X
34967,S92000003,P,4,1,1,1,1,1,1,1,1,X,X,X,X,X
34968,S92000003,P,4,1,1,1,1,1,1,1,2,X,X,X,X,X
34970,S92000003,P,4,2,4,1,2,1,4,1,1,7,X,X,X,4
34972,S92000003,P,1,1,2,1,1,1,2,1,3,4,4,12,1,2
34974,S92000003,P,1,1,2,1,1,1,1,1,1,6,X,X,X,1
34975,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
34977,S92000003,P,3,1,2,1,2,1,2,1,2,3,X,X,X,3
34978,S92000003,P,4,2,4,1,2,1,3,1,1,1,9,10,3,4
34979,S92000003,P,1,1,1,1,1,1,1,1,1,X,X,X,X,X
34981,S92000003,P,1,1,5,2,2,1,2,1,2,1,5,12,3,3
34982,S92000003,P,0,2,6,3,2,1,3,1,2,8,6,12,X,3
34983,S92000003,P,4,2,4,5,2,1,2,3,2,2,2,12,2,1
34985,S92000003,P,0,2,7,1,2,1,4,1,2,8,X,X,X,4
34986,S92000003,P,1,1,1,1,1,1,1,1,2,X,X,X,X,X
34988,S92000003,P,4,2,1,1,2,1,1,1,1,X,X,X,X,X
34990,S92000003,P,4,1,2,1,1,1,3,1,2,6,X,X,X,4
34993,S92000003,P,1,2,4,2,2,1,1,1,2,1,4,11,3,2
34994,S92000003,P,1,1,4,2,2,1,2,1,1,1,3,12,3,2
35000,S92000003,P,1,1,5,2,2,1,1,1,1,2,2,11,3,1
35002,S92000003,P,1,2,1,1,2,1,1,1,1,X,X,X,X,X
35003,S92000003,P,5,2,1,1,1,1,1,1,2,X,X,X,X,X
35004,S92000003,P,1,2,4,1,2,1,3,1,2,1,4,11,2,4
35006,S92000003,P,1,2,6,2,2,1,1,1,2,5,2,10,X,1
